🔄 GitHub GraphQL processing started: 0/1030 repositories (progress every 100)
🔄 GitHub GraphQL processing: 0/1030 repositories processed
🔄 GitHub GraphQL progress: 100/1030 (total_cost=99 avg_cost=1.00 remaining=4670 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 200/1030 (total_cost=198 avg_cost=1.00 remaining=4562 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 300/1030 (total_cost=296 avg_cost=1.00 remaining=4452 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 400/1030 (total_cost=396 avg_cost=1.00 remaining=4360 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 500/1030 (total_cost=496 avg_cost=1.00 remaining=4257 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 600/1030 (total_cost=595 avg_cost=1.00 remaining=4161 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 700/1030 (total_cost=695 avg_cost=1.00 remaining=4058 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 800/1030 (total_cost=793 avg_cost=1.00 remaining=3963 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 900/1030 (total_cost=893 avg_cost=1.00 remaining=3860 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 1000/1030 (total_cost=991 avg_cost=1.00 remaining=3761 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 1030/1030 (total_cost=1021 avg_cost=1.00 remaining=3729 reset=00:35 UTC)
✅ GitHub GraphQL processing completed: 1030/1030 (total_cost=1021 avg_cost=1.00 remaining=3729 reset=00:35 UTC)
STATUS      PURL                                                                RELATION  LIFECYCLE
⚠️ caution  pkg:npm/istanbul-lib-hook@3.0.0                                     direct    Stalled
⚠️ caution  pkg:npm/istanbul-lib-instrument@4.0.3                               direct    Stalled
⚠️ caution  pkg:npm/istanbul-lib-instrument@5.2.1                               direct    Stalled
✅ ok        pkg:npm/istanbul-lib-processinfo@2.0.3                              direct    Active
⚠️ caution  pkg:npm/istanbul-lib-report@3.0.0                                   direct    Stalled
⚠️ caution  pkg:npm/istanbul-lib-source-maps@4.0.1                              direct    Stalled
✅ ok        pkg:npm/istanbul-reports@3.1.5                                      direct    Active
✅ ok        pkg:npm/isurl@1.0.0                                                 direct    Legacy-Safe
✅ ok        pkg:npm/jasmine-core@3.9.0                                          direct    Active
✅ ok        pkg:npm/jasmine-core@3.99.1                                         direct    Active
✅ ok        pkg:npm/jasmine-reporters@2.5.2                                     direct    Legacy-Safe
✅ ok        pkg:npm/jasmine@3.99.0                                              direct    Active
✅ ok        pkg:npm/jest-changed-files@26.6.2                                   direct    Active
✅ ok        pkg:npm/jest-cli@26.6.3                                             direct    Active
✅ ok        pkg:npm/jest-config@26.6.3                                          direct    Active
✅ ok        pkg:npm/jest-diff@26.6.2                                            direct    Active
✅ ok        pkg:npm/jest-docblock@26.0.0                                        direct    Active
✅ ok        pkg:npm/jest-each@26.6.2                                            direct    Active
✅ ok        pkg:npm/jest-environment-jsdom@26.6.2                               direct    Active
✅ ok        pkg:npm/jest-environment-node@26.6.2                                direct    Active
✅ ok        pkg:npm/jest-get-type@26.3.0                                        direct    Active
✅ ok        pkg:npm/jest-haste-map@26.6.2                                       direct    Active
✅ ok        pkg:npm/jest-jasmine2@26.6.3                                        direct    Active
✅ ok        pkg:npm/jest-leak-detector@26.6.2                                   direct    Active
✅ ok        pkg:npm/jest-matcher-utils@26.6.2                                   direct    Active
✅ ok        pkg:npm/jest-message-util@26.6.2                                    direct    Active
✅ ok        pkg:npm/jest-mock@26.6.2                                            direct    Active
✅ ok        pkg:npm/jest-pnp-resolver@1.2.3                                     direct    Legacy-Safe
✅ ok        pkg:npm/jest-regex-util@26.0.0                                      direct    Active
✅ ok        pkg:npm/jest-resolve-dependencies@26.6.3                            direct    Active
✅ ok        pkg:npm/jest-resolve@26.6.2                                         direct    Active
✅ ok        pkg:npm/jest-runner@26.6.3                                          direct    Active
✅ ok        pkg:npm/jest-runtime@26.6.3                                         direct    Active
🔴 replace   pkg:npm/jest-serializer@26.6.2                                      direct    EOL-Confirmed
✅ ok        pkg:npm/jest-snapshot@26.6.2                                        direct    Active
✅ ok        pkg:npm/jest-util@26.6.2                                            direct    Active
✅ ok        pkg:npm/jest-validate@26.6.2                                        direct    Active
✅ ok        pkg:npm/jest-watcher@26.6.2                                         direct    Active
✅ ok        pkg:npm/jest-worker@26.6.2                                          direct    Active
✅ ok        pkg:npm/jest@26.6.3                                                 direct    Active
✅ ok        pkg:npm/joi@13.7.0                                                  direct    Active
✅ ok        pkg:npm/joi@17.7.1                                                  direct    Active
⚠️ caution  pkg:npm/js-stringify@1.0.2                                          direct    Stalled
✅ ok        pkg:npm/js-tokens@4.0.0                                             direct    Active
✅ ok        pkg:npm/js-yaml@3.14.1                                              direct    Active
✅ ok        pkg:npm/js-yaml@4.0.0                                               direct    Active
✅ ok        pkg:npm/jsbn@0.1.1                                                  direct    Legacy-Safe
✅ ok        pkg:npm/jsdom@16.7.0                                                direct    Active
⚠️ caution  pkg:npm/jsesc@2.5.2                                                 direct    Stalled
🔴 replace   pkg:npm/json-buffer@3.0.0                                           direct    EOL-Confirmed
✅ ok        pkg:npm/json-parse-better-errors@1.0.2                              direct    Legacy-Safe
✅ ok        pkg:npm/json-parse-even-better-errors@2.3.1                         direct    Active
✅ ok        pkg:npm/json-schema-traverse@0.4.1                                  direct    Legacy-Safe
✅ ok        pkg:npm/json-schema-traverse@1.0.0                                  direct    Legacy-Safe
✅ ok        pkg:npm/json-schema@0.4.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/json-stable-stringify-without-jsonify@1.0.1                 direct    Legacy-Safe
✅ ok        pkg:npm/json-stringify-safe@5.0.1                                   direct    Legacy-Safe
⚠️ caution  pkg:npm/json5@1.0.2                                                 direct    Stalled
⚠️ caution  pkg:npm/json5@2.2.3                                                 direct    Stalled
✅ ok        pkg:npm/jsonfile@6.1.0                                              direct    Active
✅ ok        pkg:npm/jsonwebtoken@0.1.0                                          direct    Active
✅ ok        pkg:npm/jsonwebtoken@0.4.0                                          direct    Active
✅ ok        pkg:npm/jsprim@1.4.2                                                direct    Legacy-Safe
✅ ok        pkg:npm/jsprim@2.0.2                                                direct    Legacy-Safe
⚠️ caution  pkg:npm/jssha@3.3.0                                                 direct    Stalled
✅ ok        pkg:npm/jstransformer@1.0.0                                         direct    Legacy-Safe
✅ ok        pkg:npm/juicy-chat-bot@0.6.6                                        direct    Active
✅ ok        pkg:npm/just-extend@4.2.1                                           direct    Legacy-Safe
✅ ok        pkg:npm/jwa@0.0.1                                                   direct    Active
✅ ok        pkg:npm/jws@0.2.6                                                   direct    Active
✅ ok        pkg:npm/keyv@3.0.0                                                  direct    Active
✅ ok        pkg:npm/kind-of@4.0.0                                               direct    Legacy-Safe
✅ ok        pkg:npm/kind-of@6.0.3                                               direct    Legacy-Safe
✅ ok        pkg:npm/kleur@3.0.3                                                 direct    Legacy-Safe
✅ ok        pkg:npm/kuler@2.0.0                                                 direct    Legacy-Safe
✅ ok        pkg:npm/kuromoji@0.1.2                                              direct    Legacy-Safe
✅ ok        pkg:npm/lazy-ass@1.6.0                                              direct    Legacy-Safe
✅ ok        pkg:npm/lazystream@1.0.1                                            direct    Legacy-Safe
✅ ok        pkg:npm/leven@3.1.0                                                 direct    Active
✅ ok        pkg:npm/levn@0.3.0                                                  direct    Legacy-Safe
✅ ok        pkg:npm/levn@0.4.1                                                  direct    Legacy-Safe
✅ ok        pkg:npm/libxmljs2@0.31.0                                            direct    Active
✅ ok        pkg:npm/liftup@3.0.1                                                direct    Legacy-Safe
⚠️ caution  pkg:npm/linebreak@1.1.0                                             direct    Stalled
✅ ok        pkg:npm/lines-and-columns@1.2.4                                     direct    Legacy-Safe
✅ ok        pkg:npm/listenercount@1.0.1                                         direct    Legacy-Safe
✅ ok        pkg:npm/listr2@3.14.0                                               direct    Active
✅ ok        pkg:npm/locate-path@3.0.0                                           direct    Active
✅ ok        pkg:npm/locate-path@5.0.0                                           direct    Active
✅ ok        pkg:npm/locate-path@6.0.0                                           direct    Active
✅ ok        pkg:npm/lodash.camelcase@4.3.0                                      direct    Active
✅ ok        pkg:npm/lodash.flattendeep@4.4.0                                    direct    Active
🔴 replace   pkg:npm/lodash.get@4.4.2                                            direct    EOL-Confirmed
✅ ok        pkg:npm/lodash.isfinite@3.3.2                                       direct    Active
✅ ok        pkg:npm/lodash.merge@4.6.2                                          direct    Active
✅ ok        pkg:npm/lodash.once@4.1.1                                           direct    Active
✅ ok        pkg:npm/lodash.set@4.3.2                                            direct    Active
✅ ok        pkg:npm/lodash.truncate@4.4.2                                       direct    Active
✅ ok        pkg:npm/lodash@2.4.2                                                direct    Active
✅ ok        pkg:npm/lodash@4.17.21                                              direct    Active
✅ ok        pkg:npm/log-symbols@4.0.0                                           direct    Active
✅ ok        pkg:npm/log-update@4.0.0                                            direct    Active
⚠️ caution  pkg:npm/logform@2.5.1                                               direct    Stalled
🔴 replace   pkg:npm/lolex@1.3.2                                                 direct    EOL-Confirmed
✅ ok        pkg:npm/loose-envify@1.4.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/loupe@2.3.6                                                 direct    Active
✅ ok        pkg:npm/lowercase-keys@1.0.0                                        direct    Active
✅ ok        pkg:npm/lru-cache@5.1.1                                             direct    Active
✅ ok        pkg:npm/make-dir@1.3.0                                              direct    Active
✅ ok        pkg:npm/make-dir@2.1.0                                              direct    Active
✅ ok        pkg:npm/make-error@1.3.6                                            direct    Legacy-Safe
✅ ok        pkg:npm/make-fetch-happen@9.1.0                                     direct    Active
✅ ok        pkg:npm/make-iterator@1.0.1                                         direct    Legacy-Safe
✅ ok        pkg:npm/make-plural@4.3.0                                           direct    Active
✅ ok        pkg:npm/make-plural@6.2.2                                           direct    Active
✅ ok        pkg:npm/makeerror@1.0.12                                            direct    Legacy-Safe
✅ ok        pkg:npm/map-cache@0.2.2                                             direct    Legacy-Safe
✅ ok        pkg:npm/map-visit@1.0.0                                             direct    Legacy-Safe
🔴 replace   pkg:npm/marsdb@0.6.11                                               direct    EOL-Confirmed
✅ ok        pkg:npm/math-interval-parser@2.0.1                                  direct    Legacy-Safe
⚠️ caution  pkg:npm/media-typer@0.3.0                                           direct    Stalled
✅ ok        pkg:npm/merge-descriptors@1.0.1                                     direct    Legacy-Safe
✅ ok        pkg:npm/merge-stream@2.0.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/merge2@1.4.1                                                direct    Legacy-Safe
⚠️ caution  pkg:npm/messageformat-formatters@2.0.1                              direct    Stalled
⚠️ caution  pkg:npm/messageformat-parser@4.1.3                                  direct    Stalled
✅ ok        pkg:npm/messageformat@2.3.0                                         direct    Active
⚠️ caution  pkg:npm/methods@1.1.2                                               direct    Stalled
⚠️ caution  pkg:npm/micromatch@3.1.10                                           direct    Stalled
✅ ok        pkg:npm/mime-db@1.52.0                                              direct    Active
✅ ok        pkg:npm/mime-types@2.1.35                                           direct    Active
✅ ok        pkg:npm/mime@1.6.0                                                  direct    Active
🔴 replace   pkg:npm/mimic-fn@2.1.0                                              direct    EOL-Confirmed
✅ ok        pkg:npm/mimic-response@1.0.1                                        direct    Legacy-Safe
✅ ok        pkg:npm/mimic-response@2.1.0                                        direct    Legacy-Safe
✅ ok        pkg:npm/minimatch@3.0.4                                             direct    Active
✅ ok        pkg:npm/minimatch@3.0.5                                             direct    Active
✅ ok        pkg:npm/minimatch@3.0.8                                             direct    Active
✅ ok        pkg:npm/minimatch@3.1.2                                             direct    Active
✅ ok        pkg:npm/minimatch@5.1.6                                             direct    Active
⚠️ caution  pkg:npm/minimist@0.2.3                                              direct    Stalled
⚠️ caution  pkg:npm/minimist@1.2.8                                              direct    Stalled
⚠️ caution  pkg:npm/minipass-collect@1.0.2                                      direct    Stalled
✅ ok        pkg:npm/minipass-fetch@1.4.1                                        direct    Active
✅ ok        pkg:npm/minipass-flush@1.0.5                                        direct    Active
✅ ok        pkg:npm/minipass-pipeline@1.2.4                                     direct    Active
✅ ok        pkg:npm/minipass-sized@1.0.3                                        direct    Active
✅ ok        pkg:npm/minipass@2.9.0                                              direct    Active
✅ ok        pkg:npm/minipass@3.3.6                                              direct    Active
✅ ok        pkg:npm/minipass@4.0.3                                              direct    Active
✅ ok        pkg:npm/minizlib@1.3.3                                              direct    Active
✅ ok        pkg:npm/minizlib@2.1.2                                              direct    Active
✅ ok        pkg:npm/mixin-deep@1.3.2                                            direct    Legacy-Safe
✅ ok        pkg:npm/mkdirp-classic@0.5.3                                        direct    Legacy-Safe
✅ ok        pkg:npm/mkdirp@1.0.4                                                direct    Legacy-Safe
✅ ok        pkg:npm/mocha@8.4.0                                                 direct    Active
✅ ok        pkg:npm/moment-timezone@0.5.40                                      direct    Active
✅ ok        pkg:npm/moment@2.0.0                                                direct    Legacy-Safe
✅ ok        pkg:npm/moment@2.29.4                                               direct    Legacy-Safe
🔴 replace   pkg:npm/monorepo-symlink-test@0.0.0                                 direct    EOL-Effective
✅ ok        pkg:npm/morgan@1.10.0                                               direct    Active
✅ ok        pkg:npm/mout@1.2.4                                                  direct    Legacy-Safe
✅ ok        pkg:npm/multer@1.4.5-lts.1                                          direct    Active
✅ ok        pkg:npm/mustache@4.2.0                                              direct    Legacy-Safe
🔍 review    pkg:npm/mylib@0.0.0                                                 direct    Review Needed
✅ ok        pkg:npm/nan@2.17.0                                                  direct    Active
✅ ok        pkg:npm/nanoid@3.1.20                                               direct    Active
✅ ok        pkg:npm/nanomatch@1.2.13                                            direct    Legacy-Safe
⚠️ caution  pkg:npm/napi-build-utils@1.0.2                                      direct    Stalled
⚠️ caution  pkg:npm/natural-compare@1.4.0                                       direct    Stalled
✅ ok        pkg:npm/needle@2.9.1                                                direct    Active
⚠️ caution  pkg:npm/negotiator@0.6.3                                            direct    Stalled
✅ ok        pkg:npm/neo-async@2.6.2                                             direct    Legacy-Safe
✅ ok        pkg:npm/nice-try@1.0.5                                              direct    Active
✅ ok        pkg:npm/nise@5.1.4                                                  direct    Active
✅ ok        pkg:npm/node-abi@2.30.1                                             direct    Active
✅ ok        pkg:npm/node-addon-api@4.3.0                                        direct    Active
✅ ok        pkg:npm/node-fetch@2.6.9                                            direct    Legacy-Safe
✅ ok        pkg:npm/node-gyp@8.4.1                                              direct    Active
🔴 replace   pkg:npm/node-int64@0.4.0                                            direct    EOL-Confirmed
✅ ok        pkg:npm/node-notifier@8.0.2                                         direct    Legacy-Safe
🔴 replace   pkg:npm/node-pre-gyp@0.15.0                                         direct    EOL-Confirmed
✅ ok        pkg:npm/node-preload@0.2.1                                          direct    Legacy-Safe
✅ ok        pkg:npm/node-releases@2.0.10                                        direct    Active
🔴 replace   pkg:npm/noop-logger@0.1.1                                           direct    EOL-Confirmed
✅ ok        pkg:npm/nopt@3.0.6                                                  direct    Active
✅ ok        pkg:npm/normalize-package-data@2.5.0                                direct    Active
✅ ok        pkg:npm/normalize-path@2.1.1                                        direct    Legacy-Safe
✅ ok        pkg:npm/normalize-url@2.0.1                                         direct    Active
🔴 replace   pkg:npm/notevil@1.3.3                                               direct    EOL-Confirmed
✅ ok        pkg:npm/npm-bundled@1.1.2                                           direct    Active
✅ ok        pkg:npm/npm-normalize-package-bin@1.0.1                             direct    Active
✅ ok        pkg:npm/npm-packlist@1.4.8                                          direct    Active
⚠️ caution  pkg:npm/npm-run-path@2.0.2                                          direct    Stalled
⚠️ caution  pkg:npm/npm-run-path@4.0.1                                          direct    Stalled
🔴 replace   pkg:npm/npmlog@4.1.2                                                direct    EOL-Confirmed
🔴 replace   pkg:npm/npmlog@5.0.1                                                direct    EOL-Confirmed
🔴 replace   pkg:npm/npmlog@6.0.2                                                direct    EOL-Confirmed
🔴 replace   pkg:npm/number-is-nan@1.0.1                                         direct    EOL-Confirmed
✅ ok        pkg:npm/nwsapi@2.2.2                                                direct    Active
✅ ok        pkg:npm/nyc@15.1.0                                                  direct    Active
✅ ok        pkg:npm/oauth-sign@0.9.0                                            direct    Legacy-Safe
✅ ok        pkg:npm/object-assign@4.1.1                                         direct    Legacy-Safe
✅ ok        pkg:npm/object-copy@0.1.0                                           direct    Legacy-Safe
⚠️ caution  pkg:npm/object-inspect@1.12.3                                       direct    Stalled
✅ ok        pkg:npm/object-is@1.1.5                                             direct    Active
✅ ok        pkg:npm/object-keys@1.1.1                                           direct    Active
✅ ok        pkg:npm/object-visit@1.0.1                                          direct    Legacy-Safe
⚠️ caution  pkg:npm/object.assign@4.1.4                                         direct    Stalled
✅ ok        pkg:npm/object.defaults@1.1.0                                       direct    Legacy-Safe
✅ ok        pkg:npm/object.map@1.0.1                                            direct    Legacy-Safe
✅ ok        pkg:npm/object.pick@1.3.0                                           direct    Legacy-Safe
⚠️ caution  pkg:npm/object.values@1.1.6                                         direct    Stalled
⚠️ caution  pkg:npm/on-finished@2.3.0                                           direct    Stalled
⚠️ caution  pkg:npm/on-finished@2.4.1                                           direct    Stalled
✅ ok        pkg:npm/on-headers@1.0.2                                            direct    Active
⚠️ caution  pkg:npm/once@1.4.0                                                  direct    Stalled
✅ ok        pkg:npm/one-time@1.0.0                                              direct    Legacy-Safe
✅ ok        pkg:npm/onetime@5.1.2                                               direct    Active
✅ ok        pkg:npm/opener@1.5.2                                                direct    Legacy-Safe
✅ ok        pkg:npm/opentype.js@0.7.3                                           direct    Active
⚠️ caution  pkg:npm/optionator@0.8.3                                            direct    Stalled
⚠️ caution  pkg:npm/optionator@0.9.1                                            direct    Stalled
🔴 replace   pkg:npm/os-homedir@1.0.2                                            direct    EOL-Confirmed
🔴 replace   pkg:npm/os-tmpdir@1.0.2                                             direct    EOL-Confirmed
🔴 replace   pkg:npm/osenv@0.1.5                                                 direct    EOL-Confirmed
✅ ok        pkg:npm/ospath@1.2.2                                                direct    Legacy-Safe
✅ ok        pkg:npm/otplib@12.0.1                                               direct    Active
⚠️ caution  pkg:npm/p-cancelable@0.4.1                                          direct    Stalled
✅ ok        pkg:npm/p-each-series@2.2.0                                         direct    Legacy-Safe
✅ ok        pkg:npm/p-event@2.3.1                                               direct    Active
🔴 replace   pkg:npm/p-finally@1.0.0                                             direct    EOL-Confirmed
✅ ok        pkg:npm/p-is-promise@1.1.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/p-limit@2.3.0                                               direct    Active
✅ ok        pkg:npm/p-limit@3.1.0                                               direct    Active
✅ ok        pkg:npm/p-locate@3.0.0                                              direct    Active
✅ ok        pkg:npm/p-locate@4.1.0                                              direct    Active
✅ ok        pkg:npm/p-locate@5.0.0                                              direct    Active
✅ ok        pkg:npm/p-map@4.0.0                                                 direct    Active
✅ ok        pkg:npm/p-timeout@2.0.1                                             direct    Active
⚠️ caution  pkg:npm/p-try@2.2.0                                                 direct    Stalled
✅ ok        pkg:npm/package-hash@4.0.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/pako@0.2.9                                                  direct    Legacy-Safe
✅ ok        pkg:npm/parent-module@1.0.1                                         direct    Active
✅ ok        pkg:npm/parse-filepath@1.0.2                                        direct    Legacy-Safe
✅ ok        pkg:npm/parse-json@4.0.0                                            direct    Active
✅ ok        pkg:npm/parse-json@5.2.0                                            direct    Active
✅ ok        pkg:npm/parse-passwd@1.0.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/parse5@6.0.1                                                direct    Active
✅ ok        pkg:npm/parseqs@0.0.6                                               direct    Legacy-Safe
⚠️ caution  pkg:npm/parseuri@0.0.6                                              direct    Stalled
⚠️ caution  pkg:npm/parseurl@1.3.3                                              direct    Stalled
✅ ok        pkg:npm/pascalcase@0.1.1                                            direct    Legacy-Safe
✅ ok        pkg:npm/path-exists@3.0.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/path-exists@4.0.0                                           direct    Legacy-Safe
🔴 replace   pkg:npm/path-is-absolute@1.0.1                                      direct    EOL-Confirmed
⚠️ caution  pkg:npm/path-key@2.0.1                                              direct    Stalled
⚠️ caution  pkg:npm/path-key@3.1.1                                              direct    Stalled
✅ ok        pkg:npm/path-parse@1.0.7                                            direct    Legacy-Safe
✅ ok        pkg:npm/path-root-regex@0.1.2                                       direct    Legacy-Safe
✅ ok        pkg:npm/path-root@0.1.1                                             direct    Legacy-Safe
✅ ok        pkg:npm/path-to-regexp@0.1.7                                        direct    Active
✅ ok        pkg:npm/path-to-regexp@1.8.0                                        direct    Active
⚠️ caution  pkg:npm/path-type@4.0.0                                             direct    Stalled
✅ ok        pkg:npm/pathval@1.1.1                                               direct    Active
✅ ok        pkg:npm/pdfkit@0.11.0                                               direct    Active
🔴 replace   pkg:npm/peek-readable@4.1.0                                         direct    EOL-Confirmed
✅ ok        pkg:npm/pend@1.2.0                                                  direct    Legacy-Safe
✅ ok        pkg:npm/performance-now@2.1.0                                       direct    Legacy-Safe
✅ ok        pkg:npm/pg-connection-string@2.5.0                                  direct    Active
⚠️ caution  pkg:npm/picocolors@1.0.0                                            direct    Stalled
✅ ok        pkg:npm/picomatch@2.3.1                                             direct    Active
✅ ok        pkg:npm/pify@4.0.1                                                  direct    Legacy-Safe
✅ ok        pkg:npm/pinkie-promise@2.0.1                                        direct    Legacy-Safe
✅ ok        pkg:npm/pinkie@2.0.4                                                direct    Legacy-Safe
✅ ok        pkg:npm/pirates@4.0.5                                               direct    Active
🔴 replace   pkg:npm/pkg-dir@4.2.0                                               direct    EOL-Confirmed
✅ ok        pkg:npm/png-js@1.0.0                                                direct    Legacy-Safe
✅ ok        pkg:npm/portfinder@1.0.32                                           direct    Active
✅ ok        pkg:npm/portscanner@2.2.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/posix-character-classes@0.1.1                               direct    Legacy-Safe
🔴 replace   pkg:npm/prebuild-install@5.3.6                                      direct    EOL-Confirmed
✅ ok        pkg:npm/prelude-ls@1.1.2                                            direct    Legacy-Safe
✅ ok        pkg:npm/prelude-ls@1.2.1                                            direct    Legacy-Safe
⚠️ caution  pkg:npm/prepend-http@2.0.0                                          direct    Stalled
✅ ok        pkg:npm/pretty-bytes@4.0.2                                          direct    Active
✅ ok        pkg:npm/pretty-bytes@5.6.0                                          direct    Active
✅ ok        pkg:npm/pretty-format@26.6.2                                        direct    Active
✅ ok        pkg:npm/process-nextick-args@2.0.1                                  direct    Legacy-Safe
⚠️ caution  pkg:npm/process-on-spawn@1.0.0                                      direct    Stalled
✅ ok        pkg:npm/progress@2.0.3                                              direct    Legacy-Safe
⚠️ caution  pkg:npm/prom-client@14.1.1                                          direct    Stalled
✅ ok        pkg:npm/promise-inflight@1.0.1                                      direct    Legacy-Safe
✅ ok        pkg:npm/promise-retry@2.0.1                                         direct    Legacy-Safe
✅ ok        pkg:npm/promise@7.3.1                                               direct    Legacy-Safe
⚠️ caution  pkg:npm/prompts@2.4.2                                               direct    Stalled
✅ ok        pkg:npm/proper-lockfile@1.2.0                                       direct    Legacy-Safe
⚠️ caution  pkg:npm/proxy-addr@2.0.7                                            direct    Stalled
✅ ok        pkg:npm/proxy-from-env@1.0.0                                        direct    Active
⚠️ caution  pkg:npm/psl@1.9.0                                                   direct    Stalled
⚠️ caution  pkg:npm/pug-attrs@3.0.0                                             direct    Stalled
✅ ok        pkg:npm/pug-code-gen@3.0.2                                          direct    Active
⚠️ caution  pkg:npm/pug-error@2.0.0                                             direct    Stalled
⚠️ caution  pkg:npm/pug-filters@4.0.0                                           direct    Stalled
⚠️ caution  pkg:npm/pug-lexer@5.0.1                                             direct    Stalled
⚠️ caution  pkg:npm/pug-linker@4.0.0                                            direct    Stalled
⚠️ caution  pkg:npm/pug-load@3.0.0                                              direct    Stalled
⚠️ caution  pkg:npm/pug-parser@6.0.0                                            direct    Stalled
⚠️ caution  pkg:npm/pug-runtime@3.0.1                                           direct    Stalled
⚠️ caution  pkg:npm/pug-strip-comments@2.0.0                                    direct    Stalled
⚠️ caution  pkg:npm/pug-walk@2.0.0                                              direct    Stalled
✅ ok        pkg:npm/pug@3.0.2                                                   direct    Active
✅ ok        pkg:npm/pump@3.0.0                                                  direct    Active
✅ ok        pkg:npm/punycode@2.3.0                                              direct    Legacy-Safe
✅ ok        pkg:npm/qs@6.10.4                                                   direct    Active
✅ ok        pkg:npm/qs@6.11.0                                                   direct    Active
✅ ok        pkg:npm/qs@6.5.3                                                    direct    Active
✅ ok        pkg:npm/query-string@5.1.1                                          direct    Active
✅ ok        pkg:npm/querystringify@2.2.0                                        direct    Legacy-Safe
✅ ok        pkg:npm/queue-microtask@1.2.3                                       direct    Legacy-Safe
✅ ok        pkg:npm/randombytes@2.1.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/range-parser@1.2.1                                          direct    Active
✅ ok        pkg:npm/range_check@2.0.4                                           direct    Active
✅ ok        pkg:npm/raw-body@2.5.1                                              direct    Active
✅ ok        pkg:npm/rc@1.2.8                                                    direct    Legacy-Safe
✅ ok        pkg:npm/react-is@17.0.2                                             direct    Active
🔴 replace   pkg:npm/read-pkg-up@7.0.1                                           direct    EOL-Confirmed
✅ ok        pkg:npm/read-pkg@4.0.1                                              direct    Active
✅ ok        pkg:npm/read-pkg@5.2.0                                              direct    Active
⚠️ caution  pkg:npm/readable-stream@1.0.34                                      direct    Stalled
⚠️ caution  pkg:npm/readable-stream@2.3.7                                       direct    Stalled
⚠️ caution  pkg:npm/readable-web-to-node-stream@3.0.2                           direct    Stalled
✅ ok        pkg:npm/readdirp@3.5.0                                              direct    Active
✅ ok        pkg:npm/rechoir@0.6.2                                               direct    Legacy-Safe
✅ ok        pkg:npm/rechoir@0.7.1                                               direct    Legacy-Safe
✅ ok        pkg:npm/recursedir-comparisons@0.0.0                                direct    Active
✅ ok        pkg:npm/regex-not@1.0.2                                             direct    Legacy-Safe
⚠️ caution  pkg:npm/regexp.prototype.flags@1.4.3                                direct    Stalled
✅ ok        pkg:npm/regexpp@3.2.0                                               direct    Legacy-Safe
✅ ok        pkg:npm/release-zalgo@1.0.0                                         direct    Legacy-Safe
✅ ok        pkg:npm/remove-trailing-separator@1.1.0                             direct    Legacy-Safe
✅ ok        pkg:npm/repeat-element@1.1.4                                        direct    Legacy-Safe
✅ ok        pkg:npm/repeat-string@1.6.1                                         direct    Legacy-Safe
🔴 replace   pkg:npm/replace@1.2.2                                               direct    EOL-Effective
✅ ok        pkg:npm/request-progress@3.0.0                                      direct    Legacy-Safe
🔴 replace   pkg:npm/request@2.88.2                                              direct    EOL-Confirmed
✅ ok        pkg:npm/require-directory@2.1.1                                     direct    Legacy-Safe
🔴 replace   pkg:npm/require-from-string@2.0.2                                   direct    EOL-Confirmed
✅ ok        pkg:npm/require-main-filename@2.0.0                                 direct    Legacy-Safe
✅ ok        pkg:npm/requires-port@1.0.0                                         direct    Legacy-Safe
✅ ok        pkg:npm/resolve-cwd@3.0.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/resolve-dir@1.0.1                                           direct    Legacy-Safe
✅ ok        pkg:npm/resolve-from@4.0.0                                          direct    Legacy-Safe
🔴 replace   pkg:npm/resolve-url@0.2.1                                           direct    EOL-Confirmed
✅ ok        pkg:npm/resolve@1.22.1                                              direct    Active
✅ ok        pkg:npm/responselike@1.0.2                                          direct    Active
⚠️ caution  pkg:npm/restore-cursor@3.1.0                                        direct    Stalled
⚠️ caution  pkg:npm/restructure@2.0.1                                           direct    Stalled
✅ ok        pkg:npm/ret@0.1.15                                                  direct    Legacy-Safe
⚠️ caution  pkg:npm/retry-as-promised@7.0.4                                     direct    Stalled
✅ ok        pkg:npm/retry@0.10.1                                                direct    Legacy-Safe
✅ ok        pkg:npm/retry@0.12.0                                                direct    Legacy-Safe
⚠️ caution  pkg:npm/reusify@1.0.4                                               direct    Stalled
⚠️ caution  pkg:npm/rfdc@1.3.0                                                  direct    Stalled
✅ ok        pkg:npm/rimraf@3.0.2                                                direct    Active
